University,Department,Overall Pay,Living Wage Ratio,Academic Year,Program Year,Comments,12M Gross Pay,9M Gross Pay,3M Gross Pay,Fees,Aggregate Department
University of Chicago (UC),physical sciences division/chemistry,40800.0,1.68,2023.0,1st,nan,"$40,800",,,,physical sciences division/chemistry
Northwestern University (NU),"managerial economics and strategy, kellogg school of business",46000.0,1.9,2023.0,1st,"Stipend is $46,500 for years 1-3,<br>$48,500 for years 4-5.<br>No TA or RA requirement in years 1 and 5,<br><span class=""truncated""> 10 hrs per week of TA or RA requirement during years 2-4.<br>Student health insurance and tuition covered all five years.<br>One-time &#34;bonus&#34; of $1,000 (moving expenses)<br>and $2,000 (new computer)<br>to be disbursed in September of first year.<br>$4,000 conference travel budget through Kellogg.</span>","$46,500",,,$500,"managerial economics and strategy, kellogg school of business"
University of North Carolina - Chapel Hill (UNC),toxicology,37000.0,1.66,2023.0,2nd,For students who entered through BBSP only,"$37,000",,,,toxicology
Washington University in St. Louis (Wash U),mechanical engineering,37000.0,1.79,2023.0,1st,Received a one-time 5k scholarship from the department!,"$37,000",,,,mechanical engineering
University of Southern California (USC),english,35700.0,1.38,2023.0,1st,nan,,"$35,700",,,english
University of Southern California (USC),neuroscience graduate program,39200.0,1.51,2023.0,1st,nan,"$39,200",,,,neuroscience graduate program
Stony Brook University - SUNY,political science,24962.0,0.89,2023.0,1st,nan,"$24,962",,,,political science
Virginia Tech,engineering education,28392.0,1.35,2023.0,1st,nan,"$28,392",,,,engineering education
University of Notre Dame (ND),aerospace engineering,34500.0,1.69,2023.0,1st,nan,"$35,000",,,$500,aerospace engineering
Northeastern University (NU),khoury,50000.0,1.75,2023.0,1st,nan,"$50,000",,,,khoury
University of Southern California (USC),urban education policy,38700.0,1.5,2023.0,1st,For a 4-year RA/TAship.<br>,"$38,700",,,,urban education policy
Northeastern University (NU),health sciences,38000.0,1.33,2023.0,,nan,"$40,000",,,"$2,000",health sciences
Boise State University (BSU),history m.a.,12000.0,0.61,2023.0,1st,nan,"$12,000",,,,history m.a.
Massachusetts Institute of Technology (MIT),sloan,53508.0,1.92,2023.0,1st,"First two years do not require a TA/RA for funding,<br>last three years requires one term of TA/RA per <span class=""truncated""> year</span>","$53,508",,,,sloan
,nan,20000.0,,2023.0,1st,nan,,"$20,000",,,nan
University of Arizona (U of A),communication,20650.0,1.0,2023.0,1st,"Stipend is 9 months; mandatory fees of 800 per semester not included.<br>Otherwise tuition waived off,<br><span class=""truncated""> and very good health insurance.<br>Summer funding is separate,<br>plus 2500 extra awarded for first year as moving expenses.<br></span>",,"$22,250",,"$1,600",communication
Texas A&amp;amp;M; University - College Station,english,23025.0,,2023.0,1st,nan,,"$20,025","$3,000",,english
University at Buffalo - SUNY,education,23000.0,1.09,2023.0,1st,nan,"$23,000",,,,education
Northwestern University (NU),engineering sciences and applied math,38000.0,1.57,2023.0,1st,nan,"$38,000",,,,engineering sciences and applied math
University of Michigan - Ann Arbor (UM),mechanical engineering,40300.0,1.75,2023.0,1st,"36k + 4,300","$40,300",,,,mechanical engineering
University of Michigan - Ann Arbor (UM),program in biomedical sciences,36083.0,1.56,2023.0,1st,nan,"$36,083",,,,program in biomedical sciences
University of North Carolina - Chapel Hill (UNC),chemistry,30000.0,1.35,2023.0,1st,nan,"$30,000",,,,chemistry
Cornell University (CU),information science,43326.0,1.79,2023.0,1st,nan,,"$32,494","$10,832",,information science
Stanford University (SU),humanities,50000.0,1.74,2023.0,1st,nan,"$50,000",,,,humanities
University of Virginia (UVA),political science,35000.0,1.53,2023.0,1st,"1.5 year fellowship,<br>includes summer funding and one time research grant of 8k.<br>University <span class=""truncated""> fellowship</span>","$35,000",,,,political science
University of Colorado - Boulder (UCB),political science,23000.0,0.9,2023.0,1st,nan,,"$23,000",,,political science
Ohio State University (OSU),political science,25500.0,1.27,2023.0,1st,"One year fellowship,<br>included summer funding","$25,500",,,,political science
Texas A&amp;amp;M; University - College Station,economics,24007.0,,2023.0,1st,"First month we are given $3000 and for the remaining 9 months we are given $2,667 per month.<br>This <span class=""truncated""> means effectively $27000 is given for first 10 months.</span>",,"$24,007",,,economics
Harvard University (HU),south asian studies,42840.0,1.5,2023.0,1st,nan,"$42,840",,,,south asian studies
New York University (NYU),econ,40880.0,1.37,2023.0,1st,nan,,"$32,880","$8,000",,econ
University of Minnesota - Twin Cities (UM),apparel design,13630.0,0.59,2023.0,1st,nan,,"$16,200",,"$2,570",apparel design
University of South Carolina (USC),computer science,20400.0,0.9,2023.0,1st,nan,"$29,480",,,"$9,080",computer science
University of Minnesota - Twin Cities (UM),comparative studies in discourse and society,22000.0,0.96,2023.0,1st,"Fees: $2000 for domestic and $2500 for international students; Graduate assistantship of $20,000 <span class=""truncated""> (over 9 months)<br>and Summer funding of $4000.<br>The stipend could be similar for Comparative Literature program offered by the same department</span>",,"$20,000","$4,000","$2,000",comparative studies in discourse and society
Purdue University - West Lafayette,psychological sciences,21913.0,1.04,2023.0,2nd,nan,,"$21,913",,,psychological sciences
University of Massachusetts - Amherst (UMass),afro-american studies,24800.0,1.08,2023.0,1st,nan,"$26,000",,,"$1,200",afro-american studies
University of California - San Diego (UCSD),ece,40642.0,1.54,2023.0,1st,nan,,"$30,482","$10,160",,ece
Washington University in St. Louis (Wash U),materials science &amp; engineering,37000.0,1.79,2023.0,1st,nan,"$37,000",,,,materials science &amp; engineering
University of Alabama (UA),psychology,15000.0,0.71,2023.0,1st,nan,,"$15,000",,,psychology
University of Michigan - Ann Arbor (UM),statistics,36083.0,1.56,2023.0,1st,My department is paying an additional 5000 USD relocation bonus for your first year,"$36,083",,,,statistics
Vanderbilt University,political science,40000.0,1.74,2023.0,1st,"One year fellowship,<br>summer funding extra","$40,000",,,,political science
,rotman school of management,36896.0,,2023.0,1st,"Canadian dolalrs.<br>35900 stipend + 3000 relocation grant - 2004 incidental/ancillary fees.<br>Tax-free <span class=""truncated""> stipend.<br> International students have to pay health insurance (756 C$/year).<br> </span>","$38,900",,,"$2,004",rotman school of management
University of Toronto,rotman school of management,30353.0,,2023.0,3rd,C$.<br>Net baseline funding (no TA/RA required).<br> Tax-free stipend.<br>TA/RA provide extra income.,"$32,357",,,"$2,004",rotman school of management
Wake Forest University (WFU),29000,29000.0,1.33,2023.0,1st,Health insurance included as well.,"$29,000",,,,29000
Wake Forest University (WFU),physics,29000.0,1.33,2023.0,1st,Health insurance included as well.,"$29,000",,,,physics
University of Wisconsin - Madison (UW),medical physics,31640.0,1.39,2023.0,1st,"There is a &#34;segregated fee&#34; that covers on-campus gym,<br>bus system in Madison,<br>and so on for ~$930 <span class=""truncated""> per semester.<br></span>","$33,500",,,"$1,860",medical physics
Harvard University (HU),health policy,42840.0,1.5,2023.0,1st,nan,,"$35,700","$7,140",,health policy
University of California - Berkeley,ethnic studies,34000.0,1.22,2023.0,1st,nan,"$34,000",,,,ethnic studies
Texas A&amp;amp;M; University - College Station,i/o psychology,20000.0,,2023.0,1st,nan,,"$20,000",,,i/o psychology
Stony Brook University - SUNY,chemical engineering,34000.0,1.22,2023.0,1st,nan,"$34,000",,,,chemical engineering
University of Chicago (UC),chemistry,40800.0,1.68,2023.0,,nan,"$40,800",,,,chemistry
University of Texas - Dallas (UTD),chemistry,28800.0,1.34,2023.0,1st,Health Insurance is also provided ,"$28,800",,,,chemistry
Massachusetts Institute of Technology (MIT),sloan school of management,56000.0,2.01,2023.0,1st,nan,"$56,000",,,,sloan school of management
University of California - Berkeley,biophysics,43362.0,1.56,2023.0,1st,nan,"$43,362",,,,biophysics
Rice University,computational and applied math,31400.0,1.44,2023.0,1st,nan,"$32,000",,,$600,computational and applied math
University of Florida (UF),finance,43000.0,1.89,2023.0,1st,"Plus 2000 US$ research support,<br>health insurance,<br>tuition waiver","$43,000",,,,finance
University of Vermont (UVM),plant biology,30972.0,1.19,2023.0,1st,"There may be an additional $3000 or so coming out of the stipend for health insurance,<br>but it&#39;s a <span class=""truncated""> little unclear.<br> A &#34;health insurance scholarship&#34; was included in the TA offer for 100% of the Student Health Insurance Premium.<br>But talking to other students in the program,<br>it sounds like they do pay for their health insurance somehow.</span>","$32,000",,,"$1,028",plant biology
Georgia Institute of Technology (Georgia Tech),earth and atmospheric sciences,33500.0,1.44,2023.0,1st,nan,"$33,500",,,,earth and atmospheric sciences
University of Nebraska - Lincoln (NU),"child, youth, and family studies",14000.0,0.72,2023.0,1st,nan,,"$14,000",,,"child, youth, and family studies"
Baylor College of Medicine,biomedical,32500.0,1.49,2023.0,1st,nan,"$37,500",,,"$5,000",biomedical
Boston College (BC),physics,34000.0,1.22,2023.0,1st,nan,"$34,000",,,,physics
University of California - Berkeley,nan,39000.0,1.4,2023.0,1st,nan,"$39,000",,,,nan
University of Washington (UW),quantum information science &amp; engineering,36750.0,1.58,2023.0,2nd,Fellowship in Accelerating Quantum-Enabled Technologies (AQET),"$37,000",,,$250,quantum information science &amp; engineering
Columbia University (CU),electrical engineering,46000.0,1.55,2023.0,1st,nan,,"$46,000",,,electrical engineering
Columbia University (CU),electrical engineering,34500.0,1.16,2023.0,1st,nan,,"$34,500",,,electrical engineering
University of Texas Medical Branch - Galveston,neuroscience,36350.0,1.66,2023.0,1st,nan,"$36,350",,,,neuroscience
Washington University in St. Louis (Wash U),computer graphics,34000.0,1.64,2023.0,1st,nan,"$34,000",,,,computer graphics
Georgia Institute of Technology (Georgia Tech),chemical engineering,35676.0,1.53,2023.0,2nd,nan,"$35,676",,,,chemical engineering
University of Virginia (UVA),biomedical engineering,35000.0,1.53,2023.0,2nd,nan,"$35,000",,,,biomedical engineering
Northwestern University (NU),earth and planetary sciences,36960.0,1.52,2023.0,1st,nan,"$36,960",,,,earth and planetary sciences
George Mason University (GMU),mathematics,33326.0,1.1,2023.0,1st,nan,,"$25,326","$8,300",$300,mathematics
Temple University (TU),philosophy,34000.0,1.41,2023.0,3rd,University Fellowship,"$34,000",,,,philosophy
University of Wisconsin - Madison (UW),chemistry,29444.0,1.29,2023.0,1st,nan,"$31,244",,,"$1,800",chemistry
University of Utah,neurobiology,35000.0,1.57,2023.0,3rd,nan,"$35,000",,,,neurobiology
Northwestern University (NU),chemical engineerjng,36960.0,1.52,2023.0,1st,nan,"$36,960",,,,chemical engineerjng
Columbia University (CU),chemical engineering,46680.0,1.57,2023.0,1st,nan,"$46,680",,,,chemical engineering
Princeton University,economics,52880.0,2.08,2023.0,1st,Health care included,"$52,880",,,,economics
Georgia Institute of Technology (Georgia Tech),ece,31540.0,1.35,2023.0,1st,nan,"$31,540",,,,ece
Chicago school for professional psychology,psychology,24000.0,,2023.0,1st,nan,"$24,000",,,,psychology
New York University (NYU),computer science,31000.0,1.04,2023.0,1st,"New York University Abu Dhabi&#39;s Global PhD Fellowship program.<br>You get an $9600 housing allowance <span class=""truncated""> while in New York,<br>and free accommodation while in Abu Dhabi.<br>Health insurance and travel costs are covered!</span>","$31,000",,,,computer science
Cornell University (CU),economics,40000.0,1.65,2023.0,1st,nan,"$40,000",,,,economics
Johns Hopkins University (JHU),pediatrics,32400.0,1.26,2023.0,2nd,nan,"$32,400",,,,pediatrics
"University of California, Los Angeles",sociology,40000.0,,2023.0,,"Minimum of $40,000,<br>will earn ~$42,000 in the later years of the program.","$40,000",,,,sociology
University of Washington (UW),pharmacology,45000.0,1.93,2023.0,1st,nan,"$45,000",,,,pharmacology
University of North Carolina - Chapel Hill (UNC),statistics and operations research,21000.0,0.94,2023.0,1st,nan,,"$21,000",,,statistics and operations research
University of California - Berkeley,physics,44958.0,1.62,2023.0,1st,nan,,"$44,958",,,physics
University of Chicago (UC),political science,44000.0,1.81,2023.0,1st,nan,"$44,000",,,,political science
Purdue University - West Lafayette,chemistry,29658.0,1.4,2023.0,1st,nan,"$30,000",,,$342,chemistry
Cornell University (CU),sociology,39184.0,1.62,2023.0,1st,"Standard funding package for 6 years.<br>2 years fellowship 4 years RA/TA and 6 summers of funding 5 <span class=""truncated""> of which are fellowship.</span>","$39,484",,,$300,sociology
Pennsylvania State University (Penn State),political science,31500.0,1.4,2023.0,1st,nan,,"$31,500",,,political science
University of Toronto,rotman school of management,36896.0,,2023.0,1st,"35900 stipend + 3000 relocation grant.<br>Tax-free stipend.<br>Amount in CAD$.<br>International students <span class=""truncated""> have to pay health insurance (756 C$ for the a.y.).<br> </span>","$38,900",,,"$2,004",rotman school of management
University of California - Riverside (UCR),english,29000.0,1.2,2023.0,1st,"The stipend increases by a little in the second year,<br>and a little more in years three,<br>four,<br>and <span class=""truncated""> five.<br>By year five,<br>it is about $31,000.<br>You&#39;re guaranteed five years.<br>All tuition and fees are paid as well for five years.</span>",,"$29,000",,,english
Duke University (DU),phd ethnomusicology,38600.0,1.74,2023.0,1st,nan,"$38,600",,,,phd ethnomusicology
University of Cincinnati (UC),criminal justice/phd,18000.0,0.93,2023.0,1st,nan,,"$18,000",,,criminal justice/phd
University of Vermont (UVM),neuroscience,32000.0,1.23,2023.0,1st,nan,"$32,000",,,,neuroscience
Princeton University,quantitative &amp; computational biology,54400.0,2.14,2023.0,1st,nan,,"$46,000","$8,400",,quantitative &amp; computational biology
Michigan State University (MSU),mechanical engineering,22500.0,1.1,2023.0,1st,don&#39;t know about summer yet,,"$22,500",,,mechanical engineering
Boston University (BU),college of engineering,39780.0,1.39,2023.0,1st,Distinguished Fellowship,"$39,780",,,,college of engineering
Johns Hopkins University,english,35000.0,,2023.0,1st,"Was awarded a 25,000 fellowship for the first two years","$35,000",,,,english
